Job ID,Job Title,Salary,Skills,Location,Years of Experience,Company Name,Mode of Work,skills_tokens,job_title_tokens
3507,Corporate Lawyer,$96641,"Securities Regulation, Labor Law, Contract Law, Corporate Governance, Dispute Resolution","Seattle, WA",0,Cobalt Tech,Remote,"[101, 12012, 7816, 1010, 4450, 2375, 1010, 3206, 2375, 1010, 5971, 10615, 1010, 7593, 5813, 102]","[101, 5971, 5160, 102]"
3508,Senior Sales Associate,$155674,"Negotiation, E-commerce, Client Relationship Management, Sales Techniques, Customer Service","Trenton, NJ",14,Catalyst Creations,Onsite,"[101, 19905, 1010, 1041, 1011, 6236, 1010, 7396, 3276, 2968, 1010, 4341, 5461, 1010, 8013, 2326, 102]","[101, 3026, 4341, 5482, 102]"
3509,Senior Cloud Solutions Architect,$126835,"Cloud Migration, AWS, Serverless Architectures","Orlando, FL",7,MediTech Solutions,Onsite,"[101, 6112, 9230, 1010, 22091, 2015, 1010, 8241, 3238, 4294, 2015, 102]","[101, 3026, 6112, 7300, 4944, 102]"
3510,Senior Video Game Designer,$132771,"Interactive Storytelling, Player Psychology, Game Testing","Phoenix, AZ",6,SysWork,Hybrid,"[101, 9123, 20957, 1010, 2447, 6825, 1010, 2208, 5604, 102]","[101, 3026, 2678, 2208, 5859, 102]"
3511,Foreign Language Translator,$81505,"Language Services, Language Proficiency, Multilingual Communication, Translation, Document Translation","Charleston, SC",1,Digital Dreams,Remote,"[101, 2653, 2578, 1010, 2653, 26293, 1010, 4800, 2989, 8787, 4807, 1010, 5449, 1010, 6254, 5449, 102]","[101, 3097, 2653, 11403, 102]"
3512,Foreign Language Translator,$119608,"Language Services, Localization, Translation, Language Proficiency, Multilingual Communication","Bellevue, NE",4,DataTrend,Hybrid,"[101, 2653, 2578, 1010, 2334, 3989, 1010, 5449, 1010, 2653, 26293, 1010, 4800, 2989, 8787, 4807, 102]","[101, 3097, 2653, 11403, 102]"
3513,Senior Environmental Scientist,$70024,"Conservation Strategies, Sustainability, Water Quality Assessment, Environmental Policy, Pollution Control","Memphis, TN",7,Digital Dreams,Onsite,"[101, 5680, 9942, 1010, 15169, 1010, 2300, 3737, 7667, 1010, 4483, 3343, 1010, 10796, 2491, 102]","[101, 3026, 4483, 7155, 102]"
3514,Human Resources Manager,$136667,"Employee Engagement, Performance Management, Compliance, HR Policies, Diversity and Inclusion","Lansing, MI",4,SysWork,Remote,"[101, 7904, 8147, 1010, 2836, 2968, 1010, 12646, 1010, 17850, 6043, 1010, 8906, 1998, 10502, 102]","[101, 2529, 4219, 3208, 102]"
3515,Graphic Designer,$98449,"Sketch, Adobe Suite, InDesign, User Interface Design, Illustrator","Worcester, MA",3,Quantum Web Development,Hybrid,"[101, 11080, 1010, 18106, 7621, 1010, 27427, 2229, 23773, 1010, 5310, 8278, 2640, 1010, 13825, 102]","[101, 8425, 5859, 102]"
3516,Senior Fintech Analyst,$192412,"Cryptocurrency Analysis, Machine Learning, Financial Modeling, Payment Systems","Stamford, CT",10,Innovative Tech Solutions,Remote,"[101, 19888, 10085, 3126, 7389, 5666, 4106, 1010, 3698, 4083, 1010, 3361, 11643, 1010, 7909, 3001, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3517,Senior Real Estate Agent,$151026,"Leasing Agreements, Negotiation, Real Estate Marketing","Bellevue, NE",11,Radiant Solutions,Onsite,"[101, 26707, 10540, 1010, 19905, 1010, 2613, 3776, 5821, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3518,Senior Corporate Lawyer,$229602,"M&A, Labor Law, Corporate Finance Law, Securities Regulation, Compliance","Columbia, SC",10,Orbit Innovations,Onsite,"[101, 1049, 1004, 1037, 1010, 4450, 2375, 1010, 5971, 5446, 2375, 1010, 12012, 7816, 1010, 12646, 102]","[101, 3026, 5971, 5160, 102]"
3519,Senior Foreign Language Translator,$59340,"Document Translation, Cultural Awareness, Interpreting","Las Cruces, NM",6,Lighthouse Logistics,Remote,"[101, 6254, 5449, 1010, 3451, 7073, 1010, 25455, 102]","[101, 3026, 3097, 2653, 11403, 102]"
3520,Senior AI Research Scientist,$49755,"Reinforcement Learning, Python, Deep Learning, AI Applications","San Diego, CA",8,Catalyst Creations,Remote,"[101, 23895, 4083, 1010, 18750, 1010, 2784, 4083, 1010, 9932, 5097, 102]","[101, 3026, 9932, 2470, 7155, 102]"
3521,Database Developer,$135043,"Oracle, SQL Server, MySQL, Data Warehousing, PostgreSQL","Worcester, MA",3,Crimson Technology,Remote,"[101, 14721, 1010, 29296, 8241, 1010, 2026, 2015, 4160, 2140, 1010, 2951, 16283, 6806, 18161, 1010, 2695, 17603, 2015, 4160, 2140, 102]","[101, 7809, 9722, 102]"
3522,Senior Public Health Official,$216162,"Health Education, Emergency Response, Community Health, Disease Prevention","Burlington, VT",9,Pegasus Properties,Remote,"[101, 2740, 2495, 1010, 5057, 3433, 1010, 2451, 2740, 1010, 4295, 9740, 102]","[101, 3026, 2270, 2740, 2880, 102]"
3523,Network Administrator,$81960,"Cloud Computing, Cisco Systems, Windows Server, Docker","Augusta, ME",2,Nova Enterprises,Remote,"[101, 6112, 9798, 1010, 26408, 3001, 1010, 3645, 8241, 1010, 8946, 2121, 102]","[101, 2897, 8911, 102]"
3524,SEO Consultant,$113808,"Google Analytics, Link Building, Local SEO, SEO","Baton Rouge, LA",2,SalesForce,Hybrid,"[101, 8224, 25095, 1010, 4957, 2311, 1010, 2334, 27457, 1010, 27457, 102]","[101, 27457, 8930, 102]"
3525,Senior Real Estate Agent,$207704,"Property Appraisal, Property Law, Real Estate Marketing, Property Management, Customer Service","Nashville, TN",9,Pioneer Works,Remote,"[101, 3200, 10439, 14995, 12002, 1010, 3200, 2375, 1010, 2613, 3776, 5821, 1010, 3200, 2968, 1010, 8013, 2326, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3526,Fintech Analyst,$69338,"Cryptocurrency Analysis, Financial Modeling, Regulatory Knowledge, Payment Systems","Sioux Falls, SD",2,CryptoLogic,Hybrid,"[101, 19888, 10085, 3126, 7389, 5666, 4106, 1010, 3361, 11643, 1010, 10738, 3716, 1010, 7909, 3001, 102]","[101, 10346, 15007, 12941, 102]"
3527,Technical Writer,$89867,"Proofreading, API Documentation, Technical Documentation, User Manuals, Content Management Systems","Honolulu, HI",5,Digital Dynamo,Hybrid,"[101, 6947, 16416, 4667, 1010, 17928, 12653, 1010, 4087, 12653, 1010, 5310, 6410, 2015, 1010, 4180, 2968, 3001, 102]","[101, 4087, 3213, 102]"
3528,Data Engineer,$137899,"Python, Data Warehousing, Big Data Technologies, Real-time Data Processing","Charleston, SC",5,Ruby Radiance,Onsite,"[101, 18750, 1010, 2951, 16283, 6806, 18161, 1010, 2502, 2951, 6786, 1010, 2613, 1011, 2051, 2951, 6364, 102]","[101, 2951, 3992, 102]"
3529,Senior Human Resources Manager,$220221,"Performance Management, Recruitment, Employee Relations, Training","Boston, MA",10,Digital Dreams,Onsite,"[101, 2836, 2968, 1010, 15680, 1010, 7904, 4262, 1010, 2731, 102]","[101, 3026, 2529, 4219, 3208, 102]"
3530,Senior Video Game Designer,$200967,"User Interface Design, Game Development Engines, Player Psychology, Graphic Design","Charleston, WV",13,Chronos Technology,Remote,"[101, 5310, 8278, 2640, 1010, 2208, 2458, 5209, 1010, 2447, 6825, 1010, 8425, 2640, 102]","[101, 3026, 2678, 2208, 5859, 102]"
3531,Senior Systems Analyst,$158909,"Data Analysis, System Architecture, Oracle Applications, ERP Systems","Morgantown, WV",9,Vivid Visions,Remote,"[101, 2951, 4106, 1010, 2291, 4294, 1010, 14721, 5097, 1010, 9413, 2361, 3001, 102]","[101, 3026, 3001, 12941, 102]"
3532,Senior Data Engineer,$233218,"Data Integration, Big Data Technologies, SQL, Python","Augusta, GA",10,Titan Tech,Onsite,"[101, 2951, 8346, 1010, 2502, 2951, 6786, 1010, 29296, 1010, 18750, 102]","[101, 3026, 2951, 3992, 102]"
3533,Blockchain Developer,$118655,"Hyperledger, Cryptocurrency, Token Economics","Juneau, AK",2,Quantalytics,Remote,"[101, 23760, 3709, 4590, 1010, 19888, 10085, 3126, 7389, 5666, 1010, 19204, 5543, 102]","[101, 3796, 24925, 2078, 9722, 102]"
3534,Senior Data Engineer,$66933,"ETL Development, Data Pipeline Construction, Real-time Data Processing","Fort Smith, AR",8,CodeCrafters,Remote,"[101, 3802, 2140, 2458, 1010, 2951, 13117, 2810, 1010, 2613, 1011, 2051, 2951, 6364, 102]","[101, 3026, 2951, 3992, 102]"
3535,DevOps Engineer,$89335,"Monitoring and Logging, CI/CD, Docker","Grand Forks, ND",4,Pathfinder Enterprises,Hybrid,"[101, 8822, 1998, 15899, 1010, 25022, 1013, 3729, 1010, 8946, 2121, 102]","[101, 16475, 11923, 3992, 102]"
3536,AI Research Scientist,$131805,"AI Ethics, AI Model Optimization, TensorFlow, Python, Machine Learning","Boston, MA",5,SalesForce,Hybrid,"[101, 9932, 9615, 1010, 9932, 2944, 20600, 1010, 23435, 12314, 1010, 18750, 1010, 3698, 4083, 102]","[101, 9932, 2470, 7155, 102]"
3537,Environmental Scientist,$60611,"Waste Management, Conservation Strategies, Ecology","Gulfport, MS",1,Echo Enterprises,Hybrid,"[101, 5949, 2968, 1010, 5680, 9942, 1010, 13517, 102]","[101, 4483, 7155, 102]"
3538,Senior 3D Animator,$172150,"Storyboarding, Visual Effects, Animation, 3D Modeling","Baton Rouge, LA",12,Velvet Ventures,Remote,"[101, 2466, 21172, 1010, 5107, 3896, 1010, 7284, 1010, 7605, 11643, 102]","[101, 3026, 7605, 25132, 102]"
3539,Senior Environmental Scientist,$199102,"Sustainability, Water Quality Assessment, Ecology, GIS","Laramie, WY",14,UrbanTech,Remote,"[101, 15169, 1010, 2300, 3737, 7667, 1010, 13517, 1010, 21025, 2015, 102]","[101, 3026, 4483, 7155, 102]"
3540,Foreign Language Translator,$100522,"Language Services, Simultaneous Translation, Translation, Language Proficiency, Localization","Virginia Beach, VA",4,Springboard Solutions,Hybrid,"[101, 2653, 2578, 1010, 17424, 5449, 1010, 5449, 1010, 2653, 26293, 1010, 2334, 3989, 102]","[101, 3097, 2653, 11403, 102]"
3541,Senior Data Engineer,$248951,"SQL, Real-time Data Processing, Data Modeling, Python","Concord, NH",9,Pioneer Works,Hybrid,"[101, 29296, 1010, 2613, 1011, 2051, 2951, 6364, 1010, 2951, 11643, 1010, 18750, 102]","[101, 3026, 2951, 3992, 102]"
3542,Senior AI Research Scientist,$160538,"Deep Learning, AI Applications, AI Ethics, Reinforcement Learning","New York, NY",13,Future Horizons,Hybrid,"[101, 2784, 4083, 1010, 9932, 5097, 1010, 9932, 9615, 1010, 23895, 4083, 102]","[101, 3026, 9932, 2470, 7155, 102]"
3543,Video Game Designer,$119309,"Interactive Storytelling, Storytelling, Game Development Engines","Dallas, TX",4,Titan Tech,Remote,"[101, 9123, 20957, 1010, 20957, 1010, 2208, 2458, 5209, 102]","[101, 2678, 2208, 5859, 102]"
3544,Senior Data Scientist,$48215,"Statistical Analysis, Spark, Machine Learning, TensorFlow, Hadoop","Gulfport, MS",7,Silicon Valley Data Systems,Onsite,"[101, 7778, 4106, 1010, 12125, 1010, 3698, 4083, 1010, 23435, 12314, 1010, 2018, 18589, 102]","[101, 3026, 2951, 7155, 102]"
3545,Senior Data Security Analyst,$218048,"Information Security, Vulnerability Assessment, Penetration Testing, Compliance Standards","San Francisco, CA",11,EcoSystems,Remote,"[101, 2592, 3036, 1010, 18130, 7667, 1010, 20015, 5604, 1010, 12646, 4781, 102]","[101, 3026, 2951, 3036, 12941, 102]"
3546,Data Engineer,$74452,"ETL Development, Data Pipeline Construction, Data Integration, Apache Spark, Data Warehousing","Columbia, SC",2,DataDriven Insights,Hybrid,"[101, 3802, 2140, 2458, 1010, 2951, 13117, 2810, 1010, 2951, 8346, 1010, 15895, 12125, 1010, 2951, 16283, 6806, 18161, 102]","[101, 2951, 3992, 102]"
3547,Senior Real Estate Agent,$231018,"Property Management, Property Appraisal, Leasing Agreements","Rochester, MN",9,DevStudios,Onsite,"[101, 3200, 2968, 1010, 3200, 10439, 14995, 12002, 1010, 26707, 10540, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3548,Senior Database Developer,$51451,"MySQL, Microsoft Access, Data Warehousing","Norfolk, VA",7,Visionary Apps,Onsite,"[101, 2026, 2015, 4160, 2140, 1010, 7513, 3229, 1010, 2951, 16283, 6806, 18161, 102]","[101, 3026, 7809, 9722, 102]"
3549,Foreign Language Translator,$76198,"Technical Translation, Language Services, Interpreting","Trenton, NJ",2,TechCorp,Onsite,"[101, 4087, 5449, 1010, 2653, 2578, 1010, 25455, 102]","[101, 3097, 2653, 11403, 102]"
3550,Senior Mobile App Developer,$241039,"Mobile Development, Android Development, Kotlin, Mobile UI/UX Design","Topeka, KS",10,Cascade Communications,Remote,"[101, 4684, 2458, 1010, 11924, 2458, 1010, 12849, 19646, 2378, 1010, 4684, 21318, 1013, 1057, 2595, 2640, 102]","[101, 3026, 4684, 10439, 9722, 102]"
3551,3D Animator,$130467,"Character Animation, Texturing, Storyboarding","Austin, TX",2,Mirage Media,Remote,"[101, 2839, 7284, 1010, 3793, 12228, 1010, 2466, 21172, 102]","[101, 7605, 25132, 102]"
3552,Senior Mobile App Developer,$227425,"React Native, Firebase, Android Development, iOS Development","Cleveland, OH",15,Sapphire Systems,Hybrid,"[101, 10509, 3128, 1010, 2543, 15058, 1010, 11924, 2458, 1010, 16380, 2458, 102]","[101, 3026, 4684, 10439, 9722, 102]"
3553,Senior Video Game Designer,$206456,"Programming, User Interface Design, Level Design","Worcester, MA",9,Golden Ratio Enterprises,Hybrid,"[101, 4730, 1010, 5310, 8278, 2640, 1010, 2504, 2640, 102]","[101, 3026, 2678, 2208, 5859, 102]"
3554,Senior Microsoft CRM Developer,$247619,"Automated Testing, SQL Server, C#","New York, NY",9,Chronos Technology,Onsite,"[101, 12978, 5604, 1010, 29296, 8241, 1010, 1039, 1001, 102]","[101, 3026, 7513, 13675, 2213, 9722, 102]"
3555,Senior 3D Animator,$184486,"Animation Software, 3D Rendering, 3D Modeling, Character Animation, Storyboarding","Dallas, TX",12,Vortex Dynamics,Remote,"[101, 7284, 4007, 1010, 7605, 14259, 1010, 7605, 11643, 1010, 2839, 7284, 1010, 2466, 21172, 102]","[101, 3026, 7605, 25132, 102]"
3556,Product Manager,$106771,"Agile Methodologies, Data-Driven Decision Making, User Experience Design, Marketing, Public Speaking","Columbia, SC",2,New Horizons Systems,Remote,"[101, 29003, 4118, 20792, 1010, 2951, 1011, 5533, 3247, 2437, 1010, 5310, 3325, 2640, 1010, 5821, 1010, 2270, 4092, 102]","[101, 4031, 3208, 102]"
3557,Senior Blockchain Developer,$171279,"Token Economics, Truffle Framework, Blockchain, Hyperledger","Grand Rapids, MI",11,MediTech Solutions,Remote,"[101, 19204, 5543, 1010, 19817, 16093, 21031, 7705, 1010, 3796, 24925, 2078, 1010, 23760, 3709, 4590, 102]","[101, 3026, 3796, 24925, 2078, 9722, 102]"
3558,Data Engineer,$118416,"Data Modeling, ETL Development, Big Data Technologies, Apache Spark","Norman, OK",0,Oceanic Ventures,Onsite,"[101, 2951, 11643, 1010, 3802, 2140, 2458, 1010, 2502, 2951, 6786, 1010, 15895, 12125, 102]","[101, 2951, 3992, 102]"
3559,Senior Software Tester,$144764,"Test Scripts, Test Automation, Selenium, Quality Assurance, Test Planning","Burlington, VT",8,Quantum Realty,Remote,"[101, 3231, 14546, 1010, 3231, 19309, 1010, 7367, 7770, 5007, 1010, 3737, 16375, 1010, 3231, 4041, 102]","[101, 3026, 4007, 3231, 2121, 102]"
3560,Biomedical Engineer,$80995,"Biomolecular Engineering, Medical Imaging, Healthcare Technologies, Biomechanics, Tissue Engineering","Richmond, VA",3,TechBridge,Hybrid,"[101, 16012, 5302, 2571, 15431, 3330, 1010, 2966, 12126, 1010, 9871, 6786, 1010, 16012, 4168, 14856, 6558, 1010, 8153, 3330, 102]","[101, 20906, 3992, 102]"
3561,Blockchain Developer,$104453,"DApp Development, Smart Contracts, Cryptocurrency","Cleveland, OH",4,Peak Performance Systems,Hybrid,"[101, 4830, 9397, 2458, 1010, 6047, 8311, 1010, 19888, 10085, 3126, 7389, 5666, 102]","[101, 3796, 24925, 2078, 9722, 102]"
3562,Senior Real Estate Agent,$74211,"Sales, Property Management, Leasing Agreements, Market Analysis","Knoxville, TN",7,Terra Firma Technologies,Hybrid,"[101, 4341, 1010, 3200, 2968, 1010, 26707, 10540, 1010, 3006, 4106, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3563,Senior Environmental Scientist,$65058,"Pollution Control, Water Quality Assessment, GIS, Environmental Impact Analysis, Ecology","Fargo, ND",6,Pathfinder Enterprises,Onsite,"[101, 10796, 2491, 1010, 2300, 3737, 7667, 1010, 21025, 2015, 1010, 4483, 4254, 4106, 1010, 13517, 102]","[101, 3026, 4483, 7155, 102]"
3564,Senior Software Developer,$154419,"TypeScript, Docker, Spring Boot","Honolulu, HI",12,Digital Dynamo,Onsite,"[101, 4127, 23235, 1010, 8946, 2121, 1010, 3500, 9573, 102]","[101, 3026, 4007, 9722, 102]"
3565,Human Resources Manager,$134824,"Benefits Administration, HR Policies, Recruitment, Workforce Planning, Diversity and Inclusion","Missoula, MT",3,DataTrend,Onsite,"[101, 6666, 3447, 1010, 17850, 6043, 1010, 15680, 1010, 14877, 4041, 1010, 8906, 1998, 10502, 102]","[101, 2529, 4219, 3208, 102]"
3566,Data Scientist,$135614,"Hadoop, R, Data Analysis, Deep Learning","Salt Lake City, UT",4,Momentum Technologies,Hybrid,"[101, 2018, 18589, 1010, 1054, 1010, 2951, 4106, 1010, 2784, 4083, 102]","[101, 2951, 7155, 102]"
3567,Cybersecurity Analyst,$70851,"Cybersecurity, Ethical Hacking, Security Audits","Helena, MT",3,Crown Computing,Remote,"[101, 16941, 3366, 10841, 15780, 1010, 12962, 23707, 1010, 3036, 15727, 2015, 102]","[101, 16941, 3366, 10841, 15780, 12941, 102]"
3568,Microsoft CRM Developer,$50458,"Azure, Power BI, ASP .NET, Automated Testing, Canvas","Missoula, MT",2,CryptoLogic,Onsite,"[101, 24296, 1010, 2373, 12170, 1010, 2004, 2361, 1012, 5658, 1010, 12978, 5604, 1010, 10683, 102]","[101, 7513, 13675, 2213, 9722, 102]"
3569,Biomedical Engineer,$72881,"Regenerative Medicine, Medical Imaging, Biomedical Devices, Healthcare Technologies","Nashville, TN",3,Momentum Technologies,Hybrid,"[101, 19723, 24454, 8082, 4200, 1010, 2966, 12126, 1010, 20906, 5733, 1010, 9871, 6786, 102]","[101, 20906, 3992, 102]"
3570,Senior Marketing Specialist,$195354,"Brand Management, Campaign Management, Facebook Ads, SEO/SEM, AdWords","Casper, WY",14,Ruby Radiance,Hybrid,"[101, 4435, 2968, 1010, 3049, 2968, 1010, 9130, 14997, 1010, 27457, 1013, 7367, 2213, 1010, 4748, 22104, 102]","[101, 3026, 5821, 8325, 102]"
3571,Senior Sales Associate,$216444,"Salesforce, Lead Generation, E-commerce","Jackson, MS",11,Titan Tech,Remote,"[101, 4341, 14821, 1010, 2599, 4245, 1010, 1041, 1011, 6236, 102]","[101, 3026, 4341, 5482, 102]"
3572,Senior Fintech Analyst,$151969,"Regulatory Knowledge, Quantitative Analysis, Machine Learning","Wichita, KS",9,DataTrend,Onsite,"[101, 10738, 3716, 1010, 20155, 4106, 1010, 3698, 4083, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3573,Senior Cloud Solutions Architect,$237210,"Docker, Cloud Storage Solutions, Cloud Computing, Cloud Migration, Azure","Nashua, NH",11,Crown Computing,Hybrid,"[101, 8946, 2121, 1010, 6112, 5527, 7300, 1010, 6112, 9798, 1010, 6112, 9230, 1010, 24296, 102]","[101, 3026, 6112, 7300, 4944, 102]"
3574,Senior Database Developer,$176901,"Performance Tuning, NoSQL Databases, MySQL, PostgreSQL","Dallas, TX",11,CreativeUX,Onsite,"[101, 2836, 17372, 1010, 16839, 4160, 2140, 17881, 1010, 2026, 2015, 4160, 2140, 1010, 2695, 17603, 2015, 4160, 2140, 102]","[101, 3026, 7809, 9722, 102]"
3575,Senior SEO Consultant,$169132,"Search Engine Algorithms, Link Building, Google Analytics","Oklahoma City, OK",10,Bright Futures,Remote,"[101, 3945, 3194, 13792, 1010, 4957, 2311, 1010, 8224, 25095, 102]","[101, 3026, 27457, 8930, 102]"
3576,Senior Data Engineer,$50588,"Data Pipeline Construction, Data Modeling, Data Warehousing, SQL, Big Data Technologies","Manchester, NH",6,Pioneer Works,Remote,"[101, 2951, 13117, 2810, 1010, 2951, 11643, 1010, 2951, 16283, 6806, 18161, 1010, 29296, 1010, 2502, 2951, 6786, 102]","[101, 3026, 2951, 3992, 102]"
3577,Senior Sales Associate,$204271,"Product Presentation, CRM, Sales Techniques","Jefferson City, MO",12,CodeCrafters,Hybrid,"[101, 4031, 8312, 1010, 13675, 2213, 1010, 4341, 5461, 102]","[101, 3026, 4341, 5482, 102]"
3578,Senior Marketing Specialist,$51590,"AdWords, SEO/SEM, Social Media, Facebook Ads, Campaign Management","Austin, TX",7,CreativeUX,Hybrid,"[101, 4748, 22104, 1010, 27457, 1013, 7367, 2213, 1010, 2591, 2865, 1010, 9130, 14997, 1010, 3049, 2968, 102]","[101, 3026, 5821, 8325, 102]"
3579,Senior Human Resources Manager,$106990,"HR Policies, Workforce Planning, Recruitment, Employee Engagement, Training","Knoxville, TN",7,Chronos Technology,Hybrid,"[101, 17850, 6043, 1010, 14877, 4041, 1010, 15680, 1010, 7904, 8147, 1010, 2731, 102]","[101, 3026, 2529, 4219, 3208, 102]"
3580,Corporate Lawyer,$101323,"Corporate Finance Law, Compliance, Dispute Resolution, Labor Law, Securities Regulation","Boise, ID",4,DataDriven Insights,Hybrid,"[101, 5971, 5446, 2375, 1010, 12646, 1010, 7593, 5813, 1010, 4450, 2375, 1010, 12012, 7816, 102]","[101, 5971, 5160, 102]"
3581,Microsoft CRM Developer,$68335,"Azure, Microsoft Dynamics 365, Javascript, Integration Services","Tucson, AZ",3,Twilight Technologies,Hybrid,"[101, 24296, 1010, 7513, 10949, 19342, 1010, 9262, 22483, 1010, 8346, 2578, 102]","[101, 7513, 13675, 2213, 9722, 102]"
3582,Software Developer,$81092,"JavaScript, Ruby, SQL, Python","Kailua, HI",4,Jade Services,Hybrid,"[101, 9262, 22483, 1010, 10090, 1010, 29296, 1010, 18750, 102]","[101, 4007, 9722, 102]"
3583,Senior Cloud Solutions Architect,$218525,"Cloud Security, Docker, AWS, Cloud Migration","Nashua, NH",13,Sapphire Systems,Onsite,"[101, 6112, 3036, 1010, 8946, 2121, 1010, 22091, 2015, 1010, 6112, 9230, 102]","[101, 3026, 6112, 7300, 4944, 102]"
3584,Senior Real Estate Agent,$94349,"Real Estate Economics, Market Analysis, Property Appraisal, Leasing Agreements, Customer Service","Dallas, TX",7,Shadowfax Technologies,Onsite,"[101, 2613, 3776, 5543, 1010, 3006, 4106, 1010, 3200, 10439, 14995, 12002, 1010, 26707, 10540, 1010, 8013, 2326, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3585,Data Scientist,$42003,"Python, Keras, Hadoop, Machine Learning","Bellevue, NE",2,Nebula Web Solutions,Remote,"[101, 18750, 1010, 17710, 8180, 1010, 2018, 18589, 1010, 3698, 4083, 102]","[101, 2951, 7155, 102]"
3586,Senior Logistics Coordinator,$203207,"Logistics Software, Logistics Planning, Distribution Strategies, Inventory Management","Milwaukee, WI",14,Paramount Tech,Onsite,"[101, 12708, 4007, 1010, 12708, 4041, 1010, 4353, 9942, 1010, 12612, 2968, 102]","[101, 3026, 12708, 10669, 102]"
3587,Cybersecurity Analyst,$148007,"Cryptography, Security Audits, Ethical Hacking, Compliance","Frankfort, KY",5,DataDriven Insights,Onsite,"[101, 19888, 9888, 1010, 3036, 15727, 2015, 1010, 12962, 23707, 1010, 12646, 102]","[101, 16941, 3366, 10841, 15780, 12941, 102]"
3588,UX Designer,$44354,"Interaction Design, Prototype Design, Accessibility Design, Photoshop, User Research","Dallas, TX",0,Starlight Media,Onsite,"[101, 8290, 2640, 1010, 8773, 2640, 1010, 23661, 2640, 1010, 7760, 18471, 1010, 5310, 2470, 102]","[101, 1057, 2595, 5859, 102]"
3589,Senior Network Administrator,$184853,"Network Security, Cloud Computing, Windows Server, Cisco Systems, Linux","Cleveland, OH",11,NextGen Developers,Onsite,"[101, 2897, 3036, 1010, 6112, 9798, 1010, 3645, 8241, 1010, 26408, 3001, 1010, 11603, 102]","[101, 3026, 2897, 8911, 102]"
3590,AI Research Scientist,$103475,"TensorFlow, AI Applications, Deep Learning, Natural Language Processing","Buffalo, NY",2,Marble Media,Remote,"[101, 23435, 12314, 1010, 9932, 5097, 1010, 2784, 4083, 1010, 3019, 2653, 6364, 102]","[101, 9932, 2470, 7155, 102]"
3591,Real Estate Agent,$108069,"Leasing Agreements, Property Law, Real Estate Marketing","Idaho Falls, ID",3,Bright Futures,Hybrid,"[101, 26707, 10540, 1010, 3200, 2375, 1010, 2613, 3776, 5821, 102]","[101, 2613, 3776, 4005, 102]"
3592,Data Engineer,$45505,"Real-time Data Processing, Data Modeling, Apache Spark, Data Warehousing","Casper, WY",1,Silicon Valley Data Systems,Hybrid,"[101, 2613, 1011, 2051, 2951, 6364, 1010, 2951, 11643, 1010, 15895, 12125, 1010, 2951, 16283, 6806, 18161, 102]","[101, 2951, 3992, 102]"
3593,Senior Technical Writer,$214594,"Technical Diagrams, User Manuals, Online Help Systems, Editing","Augusta, GA",14,Nova Enterprises,Hybrid,"[101, 4087, 26309, 1010, 5310, 6410, 2015, 1010, 3784, 2393, 3001, 1010, 9260, 102]","[101, 3026, 4087, 3213, 102]"
3594,Senior Microsoft CRM Developer,$119014,"Custom Workflow Creation, PowerApps, Automated Testing, Microsoft Dynamics 365","Manchester, NH",6,Agile Development Co.,Hybrid,"[101, 7661, 2147, 12314, 4325, 1010, 2373, 29098, 2015, 1010, 12978, 5604, 1010, 7513, 10949, 19342, 102]","[101, 3026, 7513, 13675, 2213, 9722, 102]"
3595,Senior Systems Analyst,$223538,"Networking, Cloud Computing, Troubleshooting","Fort Wayne, IN",12,Lighthouse Logistics,Remote,"[101, 14048, 1010, 6112, 9798, 1010, 13460, 23416, 2075, 102]","[101, 3026, 3001, 12941, 102]"
3596,Senior Fintech Analyst,$237148,"Blockchain, Machine Learning, Financial Modeling, Cryptocurrency Analysis","Little Rock, AR",11,Quantum Web Development,Onsite,"[101, 3796, 24925, 2078, 1010, 3698, 4083, 1010, 3361, 11643, 1010, 19888, 10085, 3126, 7389, 5666, 4106, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3597,Blockchain Developer,$101810,"DApp Development, Ethereum, Blockchain","Albany, NY",1,Elite Operations,Onsite,"[101, 4830, 9397, 2458, 1010, 28855, 14820, 1010, 3796, 24925, 2078, 102]","[101, 3796, 24925, 2078, 9722, 102]"
3598,Senior Software Developer,$211942,"Docker, Vue.js, Django, Scala","Columbus, OH",10,Nebula Web Solutions,Remote,"[101, 8946, 2121, 1010, 24728, 2063, 1012, 1046, 2015, 1010, 6520, 23422, 1010, 26743, 102]","[101, 3026, 4007, 9722, 102]"
3599,SEO Consultant,$118398,"Link Building, Webmaster Tools, SEO Strategy","Oklahoma City, OK",0,BioTech Health,Hybrid,"[101, 4957, 2311, 1010, 4773, 8706, 5906, 1010, 27457, 5656, 102]","[101, 27457, 8930, 102]"
3600,Senior Software Developer,$158598,"Black Box Testing, React, Scala, Containerization","Birmingham, AL",15,Catalyst Creations,Onsite,"[101, 2304, 3482, 5604, 1010, 10509, 1010, 26743, 1010, 11661, 3989, 102]","[101, 3026, 4007, 9722, 102]"
